# Spec No	Fractional day	Fractional time	Scans	Tint	UAV servo sent position byte	Date (DD/MM/YYYY)	Time (hh:mm:ss)	Inside temperature	Outside temperature	Total Experiment Time (sec)	Total Acquisition Time (sec)	NO2.RMS	NO2.SlCol(NO2)	NO2.SlErr(NO2)	NO2.SlCol(H2O)	NO2.SlErr(H2O)	NO2.SlCol(O3)	NO2.SlErr(O3)	NO2.SlCol(O4)	NO2.SlErr(O4)	NO2.SlCol(pola)	NO2.SlErr(pola)	NO2.SlCol(ring)	NO2.SlErr(ring)	Fluxes 500
493	77.593216	14.2371751388889	1	0.03	28	18/03/2019	14:14:13	0	0	33	30	0.0026194	2.7255E+015	1687600000000000	3.9954E+022	7.4783E+021	9.6215E+018	1.5337E+018	1.7838E+043	8.669E+041	0.026996	0.00326	-0.016779	0.0022325	185.8649
494	77.593592	14.2462173611111	1	0.03	34	18/03/2019	14:14:46	0	0	32	30	0.0010963	4729000000000000	706330000000000	3.1573E+022	3.1299E+021	1.3586E+019	6.4191E+017	1.5993E+043	3.6283E+041	0.011822	0.0013644	-0.020677	0.00093438	237.762
495	77.593969	14.2552595833333	1	0.03	40	18/03/2019	14:15:18	0	0	33	30	0.0011238	6481900000000000	724020000000000	3.1975E+022	3.2083E+021	1.549E+019	6.5799E+017	1.6513E+043	3.7192E+041	0.012636	0.0013986	-0.024601	0.00095778	280.9382
496	77.594346	14.2643018055556	1	0.03	46	18/03/2019	14:15:51	0	0	32	30	0.0019328	8768000000000001	1245300000000000	4.1364E+022	5.5181E+021	1.704E+019	1.1317E+018	1.7807E+043	6.3967E+041	0.0067474	0.0024055	-0.025871	0.0016473	371.6226
497	77.594723	14.2733440277778	1	0.03	52	18/03/2019	14:16:24	0	0	33	30	0.002752	1.2201E+016	1773100000000000	5.352E+022	7.8571E+021	1.8989E+019	1.6114E+018	2.1098E+043	9.1082E+041	0.0071015	0.0034252	-0.031196	0.0023456	417.2806
498	77.595099	14.28238625	1	0.03	58	18/03/2019	14:16:56	0	0	32	30	0.0033588	1.8998E+016	2.164E+015	7.9658E+022	9.5894E+021	1.9839E+019	1.9667E+018	2.6244E+043	1.1116E+042	0.0026469	0.0041803	-0.033714	0.0028627	505.4735
499	77.595476	14.2914284722222	1	0.03	64	18/03/2019	14:17:29	0	0	33	30	0.0034682	2.6009E+016	2234600000000000	1.251E+023	9.9019E+021	2.0037E+019	2.0307E+018	3.443E+043	1.1479E+042	-0.0076446	0.0043166	-0.03397	0.002956	615.7482
500	77.595853	14.3004706944444	1	0.03	70	18/03/2019	14:18:01	0	0	32	30	0.0035216	3.0835E+016	2268900000000000	2.1563E+023	1.0054E+022	2.1228E+019	2.062E+018	4.8875E+043	1.1655E+042	-0.016443	0.004383	-0.034244	0.0030015	631.3986
501	77.59623	14.3095129166667	1	0.03	76	18/03/2019	14:18:34	0	0	33	30	0.0056397	2.2576E+016	3633600000000000	9.5208E+022	1.6101E+022	1.8553E+019	3.3022E+018	3.2127E+043	1.8665E+042	-0.045312	0.0070192	-0.057613	0.0048068	89.24294
502	77.596607	14.3185695833333	1	0.03	82	18/03/2019	14:19:06	0	0	33	30	0.011005	2.0829E+016	7090500000000000	4.8086E+022	3.142E+022	2.2448E+019	6.4438E+018	4.9019E+043	3.6422E+042	-0.046726	0.013697	-0.15106	0.0093797	41.709
503	77.596984	14.32762625	1	0.03	28	18/03/2019	14:19:39	0	0	32	30	0.0025477	4.31E+015	1641400000000000	3.6846E+022	7.2736E+021	1.0319E+019	1.4917E+018	1.7263E+043	8.4317E+041	0.027406	0.0031708	-0.016477	0.0021714	199.3532
504	77.597361	14.3366684722222	1	0.03	34	18/03/2019	14:20:12	0	0	33	30	0.0011305	6108200000000000	728360000000000	2.9744E+022	3.2275E+021	1.3952E+019	6.6192E+017	1.627E+043	3.7414E+041	0.013794	0.001407	-0.020933	0.00096352	231.9817
505	77.597738	14.3457106944444	1	0.03	40	18/03/2019	14:20:44	0	0	32	30	0.0011246	8072900000000001	724550000000000	3.5103E+022	3.2107E+021	1.6497E+019	6.5846E+017	1.7053E+043	3.7219E+041	0.011236	0.0013996	-0.024145	0.00095848	286.8543
506	77.598115	14.3547529166667	1	0.03	46	18/03/2019	14:21:17	0	0	33	30	0.002001	1.0888E+016	1289200000000000	4.3306E+022	5.7129E+021	1.7727E+019	1.1716E+018	1.8888E+043	6.6225E+041	0.010443	0.0024904	-0.027728	0.0017055	331.7669
507	77.598491	14.3637951388889	1	0.03	52	18/03/2019	14:21:49	0	0	32	30	0.0028155	1.6077E+016	1814000000000000	5.8328E+022	8.0383E+021	1.9539E+019	1.6485E+018	2.2481E+043	9.3182E+041	0.0066909	0.0035042	-0.03247	0.0023997	402.7519
508	77.598868	14.3728373611111	1	0.03	58	18/03/2019	14:22:22	0	0	33	30	0.0034184	2.1129E+016	2202400000000000	8.2653E+022	9.7595E+021	2.0438E+019	2.0015E+018	2.742E+043	1.1313E+042	0.0030944	0.0042545	-0.035508	0.0029135	474.4999
509	77.599245	14.3818795833333	1	0.03	64	18/03/2019	14:22:54	0	0	33	30	0.0035313	2.3574E+016	2275200000000000	1.3094E+023	1.0082E+022	2.1034E+019	2.0677E+018	3.6292E+043	1.1687E+042	-0.010752	0.0043951	-0.034359	0.0030098	603.997
510	77.599622	14.3909218055556	1	0.03	70	18/03/2019	14:23:27	0	0	32	30	0.0036556	3.2726E+016	2355200000000000	2.1379E+023	1.0437E+022	2.2285E+019	2.1404E+018	4.8494E+043	1.2098E+042	-0.018246	0.0045497	-0.035572	0.0031157	642.7103
511	77.599999	14.3999640277778	1	0.03	76	18/03/2019	14:23:59	0	0	33	30	0.0057114	2.2418E+016	3679800000000000	9.7719E+022	1.6306E+022	1.9888E+019	3.3442E+018	3.2081E+043	1.8902E+042	-0.053302	0.0071084	-0.056981	0.0048679	89.62158
512	77.600375	14.40900625	1	0.03	82	18/03/2019	14:24:32	0	0	32	30	0.011174	2.132E+016	7199500000000000	5.642E+022	3.1903E+022	2.473E+019	6.5428E+018	4.8068E+043	3.6983E+042	-0.051852	0.013907	-0.15009	0.009524	43.15347
513	77.600752	14.4180484722222	1	0.03	28	18/03/2019	14:25:04	0	0	33	30	0.0026795	4817300000000000	1726400000000000	4.0701E+022	7.6501E+021	1.1258E+019	1.5689E+018	1.7604E+043	8.8682E+041	0.029486	0.0033349	-0.016876	0.0022838	191.3403
514	77.601129	14.4270906944444	1	0.03	34	18/03/2019	14:25:37	0	0	32	30	0.0011382	7076700000000000	733320000000000	3.6161E+022	3.2495E+021	1.4674E+019	6.6644E+017	1.7194E+043	3.7669E+041	0.015102	0.0014166	-0.020006	0.00097009	239.7242
515	77.601506	14.4361329166667	1	0.03	40	18/03/2019	14:26:10	0	0	33	30	0.0011602	8966600000000000	747480000000000	4.0045E+022	3.3123E+021	1.671E+019	6.793E+017	1.8336E+043	3.8397E+041	0.010485	0.0014439	-0.025261	0.00098881	261.3505
516	77.601882	14.4451751388889	1	0.03	46	18/03/2019	14:26:42	0	0	32	30	0.0020733	1.1153E+016	1335800000000000	4.6494E+022	5.9192E+021	1.8623E+019	1.214E+018	2.0049E+043	6.8617E+041	0.010904	0.0025804	-0.029846	0.0017671	314.3639
517	77.602259	14.4542173611111	1	0.03	52	18/03/2019	14:27:15	0	0	33	30	0.0029479	1.4568E+016	1899300000000000	5.9088E+022	8.4162E+021	2.0496E+019	1.726E+018	2.3293E+043	9.7562E+041	0.0089189	0.0036689	-0.033886	0.0025125	378.8525
518	77.602636	14.4632595833333	1	0.03	58	18/03/2019	14:27:47	0	0	33	30	0.003467	1.9075E+016	2.2337E+015	8.4866E+022	9.8983E+021	2.1382E+019	2.03E+018	2.8193E+043	1.1474E+042	0.0015476	0.004315	-0.036646	0.0029549	472.9904
519	77.603013	14.4723018055556	1	0.03	64	18/03/2019	14:28:20	0	0	32	30	0.0036119	2.4465E+016	2327100000000000	1.315E+023	1.0312E+022	2.1828E+019	2.1149E+018	3.6914E+043	1.1954E+042	-0.011918	0.0044954	-0.035776	0.0030785	635.7548
520	77.603389	14.4813440277778	1	0.03	70	18/03/2019	14:28:52	0	0	33	30	0.0037925	3.4566E+016	2443500000000000	2.127E+023	1.0828E+022	2.2877E+019	2.2206E+018	4.9506E+043	1.2552E+042	-0.019029	0.0047201	-0.037252	0.0032324	598.3306
521	77.603766	14.49038625	1	0.03	76	18/03/2019	14:29:25	0	0	32	30	0.006239	2.4366E+016	4.0197E+015	9.5576E+022	1.7812E+022	1.9845E+019	3.6531E+018	3.5405E+043	2.0649E+042	-0.055401	0.007765	-0.064523	0.0053175	85.2775
522	77.604143	14.4994284722222	1	0.03	82	18/03/2019	14:29:57	0	0	33	30	0.012102	2.2967E+016	7797200000000000	5.6382E+022	3.4551E+022	2.3666E+019	7.086E+018	5.3308E+043	4.0053E+042	-0.023861	0.015062	-0.16836	0.010315	38.06908
523	77.60452	14.5084706944444	1	0.03	28	18/03/2019	14:30:30	0	0	32	30	0.0030848	5618300000000000	1987500000000000	4.3352E+022	8.807E+021	1.2575E+019	1.8062E+018	2.11E+043	1.0209E+042	0.03318	0.0038393	-0.019089	0.0026292	174.1006
524	77.604896	14.5175129166667	1	0.03	34	18/03/2019	14:31:03	0	0	33	30	0.0013705	7372500000000000	883020000000000	3.6957E+022	3.9129E+021	1.4996E+019	8.0248E+017	1.8013E+043	4.5359E+041	0.014071	0.0017058	-0.022612	0.0011681	209.9796
525	77.605273	14.5265551388889	1	0.03	40	18/03/2019	14:31:35	0	0	32	30	0.0012673	9.0971E+015	816490000000000	3.8815E+022	3.6181E+021	1.7762E+019	7.4202E+017	1.9242E+043	4.1942E+041	0.010819	0.0015772	-0.027973	0.0010801	243.216
526	77.60565	14.5355973611111	1	0.03	46	18/03/2019	14:32:08	0	0	33	30	0.0022026	1.1367E+016	1419100000000000	4.7501E+022	6.2884E+021	2.0112E+019	1.2897E+018	2.1244E+043	7.2897E+041	0.009347	0.0027413	-0.031528	0.0018773	275.3552
527	77.606027	14.5446395833333	1	0.03	52	18/03/2019	14:32:40	0	0	32	30	0.0031189	1.5068E+016	2.0094E+015	6.214E+022	8.9044E+021	2.1637E+019	1.8262E+018	2.4866E+043	1.0322E+042	0.0091833	0.0038817	-0.037411	0.0026582	340.8897
528	77.606403	14.5536818055556	1	0.03	58	18/03/2019	14:33:13	0	0	33	30	0.0035114	1.9602E+016	2262400000000000	8.7105E+022	1.0025E+022	2.2394E+019	2.056E+018	2.9167E+043	1.1621E+042	0.00077623	0.0043703	-0.036832	0.0029928	469.262
529	77.60678	14.5627240277778	1	0.03	64	18/03/2019	14:33:45	0	0	33	30	0.0037402	2.4236E+016	2409800000000000	1.3044E+023	1.0678E+022	2.3129E+019	2.19E+018	3.8193E+043	1.2379E+042	-0.011468	0.0046551	-0.038105	0.0031878	554.2747
530	77.607157	14.57176625	1	0.03	70	18/03/2019	14:34:18	0	0	32	30	0.0039988	3.4684E+016	2576400000000000	2.1827E+023	1.1417E+022	2.4259E+019	2.3414E+018	5.2555E+043	1.3234E+042	-0.019452	0.0049769	-0.040681	0.0034082	548.3748
531	77.607534	14.5808084722222	1	0.03	76	18/03/2019	14:34:50	0	0	33	30	0.0069697	2.5237E+016	4490500000000000	9.4974E+022	1.9899E+022	2.2629E+019	4.081E+018	3.9185E+043	2.3067E+042	-0.057572	0.0086745	-0.07689	0.0059404	72.90754
532	77.60791	14.5898506944444	1	0.03	82	18/03/2019	14:35:23	0	0	32	30	0.013225	2.6245E+016	8520799999999999	5.6254E+022	3.7758E+022	2.8127E+019	7.7436E+018	5.951E+043	4.377E+042	-0.0066594	0.01646	-0.18805	0.011272	35.07189
